Characteristics,Score
"green apple, rose, dark plum, blackberry, nutty, ripe banana, sweet plantain, green apple, licorice, apricot, cognac, dark chocolate, citric, subdued, gentle, refined, rounded bright , Creamy, rich body sweet aftertaste",85.52
"floral, cherry blossom, butter, sweet, citric, mango, sugar cane, tea-like bergamot strawberry, lemon, baked plum, malic, lively, sweet, transparent , buttery",85.52
"Caramel, cherry, perfume, raisins, apple, peach, peppery, cranberry, Lively, zingy, citric , Creamy, syrupy, complex fruit, flowers, consistent",85.51
"Tropical fruit notes, spicy, cinnamon, chocolate, caramel, black tea, pear, berries, fruit skin, Juicy, citric, malic, bright , Lush body, bright finish",85.5
"sweet, plum, peach, sugar cane, current black tea, tobacco, spice, dark chocolate, crisp, structured, refined , Body: silky, smooth",85.5
"sugar cane, floral, citrus, molasses, almond, melon, tamarind, passionfruit, honey, citric, grapefruit , complex, full body punch",85.5
"sugar cane, almond, caramel, peach, apple, tart cherry, melon, orange, apple, elegant, bright, citric, lemon , smooth, clean, black tea with hints of lemon, round",85.5
"stone fruit, melon, grapes, floral, choc caramels, lime, citrus, orange, lively , juicy.Body: creamy, round",85.5
"red apples, red fruit, dark chocolate, prunes, winy, hazelnut, sweet bread, honey, cantaloupe, sweet bell pepper, apple, citrus, grapes , good cool, super sweet, creamy, long finish, soft",85.5
"mushroom, peat moss, lime, grapefruit, dark chocolate, citric , clean",85.5
"milk choc, caramel, cinnamon, raisin, black stone fruit, fig, orange, crispy, tannic , deep dark chocolate, plum, complex sweetness",85.5
"guava, tropical, honey, black cherry, bakers spice, crisp, malic, green grape, rich , creamy, consistent, long finish, mellow, dynamic",85.5
"fruity, red cherries, clean, brown sugar, red apple, cedar spice, vanilla, chocolate, ripe, dark fruit, citric, refined, backbone , creamy, long aftertaste, well-balanced",85.5
"dark chocolate, brown sugar cane honey suckle peach, citric, bright, complex , lemon notes stone fruit, lingering aftertaste.Body: silky",85.5
"Caramel, peach, caramelized sugar, Bright, citric , Syrupy, silky, long finish",85.5
"AROMA: melon, honey, vanilla, black pepper, blackberry ,FLAVOR: black pepper, cocoa pod, maple, dark chocolate, vanilla pod strawberry, grapefruit, malic apple , juicy, quick finish",85.5
"Chocolate, green apple, honey, caramel, sweet mint, mango, salted plum, hops, Zingy, malic, lime , Consistent",85.49
"Cherry, plum, malty chocolate, dried fruit, guava, Malic, tartaric, very juicy , Creamy, heavy body, consistent",85.49
"Spicy, molasses, vanilla, nuts, cedar, mint, lemon grass, cedar, banana, apple peel, Delicate, complex, floral, tartaric, crab apple , Smooth, multidimensional",85.48
"blackberry, chocolate, apricot, apple, bold, bright, balanced, lemon, well structured dense, complex , Well rounded from start to finish caramel body",85.48
"spicy, citrus, peach, mint, red berries red apple, stewed fruits, pineapple, brown sugar, cinnamon, sweet tobacco, malic apple acidity, balanced , cocoa finish, balanced complex",85.47
"lime, orange, jasmine, chocolate malt, cherry-vanilla, toffee, juicy, lemon, crisp , cooled very well round mouthfeel, transparent refreshing",85.47
"lemon zest, perfumed, jasmine, fragrant, fresh, cherries and plums, crisp, lactic, complex, refine, refreshing, clean kiwi , Body: big body, creamy",85.47
"AROMA: jasmine, lily, sweet honeydew melon, apricot, lemon, walnut, clove, ripe fruits,FLAVOR: black tea, rosehip, coffee blossom, rye, tangerine, plum, grapefruit, tart, malic, tartaric , delicate, well balanced",85.47
"AROMA: FLAVOR: Brown sugar, Vanilla, Dark chocolate, Honey, Sugar ,Red apple, Swiss chocolate, Nutty, Soft, Butterscotch, Floral, Caramel, Stone fruit, Melon, Caramel, Soft, Citric, Lively, Bright , Clean. Dense, Buttery, Smooth, Round, Creamy structured, Refined, Long-lasting, Well balanced, Harmonious.",85.47
"Pink grapefruit, plum, bakers chocolate, butter toffee, maple syrup, malt, fennel, Complex, malic, lively , Juicy, well balanced, velvet body, sweet notes",85.46
"orange, cocoa, butter, blood orange, raisin, sweet orange;, orange citrus; , spicy, plum",85.45
"milk chocolate, honey, apricot, vanilla, butter, raisin, cherry, sweet citric, juicy, lemon, malic , creamy mouthfeel",85.45
"vanilla, brown sugar, citrus, honey, dark chocolate, tangerine, tangerine, bright, lively complex, grapefruit , transparent.Body: silky smooth body, round",85.44
"semi sweet chocolate, German chocolate cake, subtle cherry cassis, red berries, plums, cranberry fruity, subtle- smooth, yogurt-like malic, red apple, refined , well integrated- caramel aftertaste",85.44
"orange, floral, caramel, tobacco, grapes, citrus, bright, green apple , well balanced, silky, clean, buttery",85.44
"Floral, coffee blossom , mango, Crisp, fine malic, acidity, green apple , Silky body, complex, long aftertaste, sweetens as cools, balanced, creamy, sweet finish",85.44
"dark chocolate, caramel, floral, brown sugar, nutty, citric, apple, soft , creamy, smooth, lingering aftertaste, clean, sweet, well balanced",85.44
"crème brulee, caramel, chocolate, sugar cane, cinnamon, apple, pinot noir, black tea, lively, grape-like, balanced with sweetness- well structured, citric notes , creamy, well balanced",85.44
"cashew, peach, raspberry, melon, pineapple, strawberry, citric, crisp, bright , long aftertaste. Body: silky, smooth",85.44
"rose, violet, tea, dark chocolate, peach, red wine, spices, tobacco white chocolate, malic, crisp, sweet acidity , Smooth, well balanced acidity and mouthfeel",85.43
"honey, cherries, blackberry, caramel, peach, almond, cocoa, honey floral, malic, raisin , hoppy in a good way, cream, dark chocolate finish, creamy body",85.43
"chocolate, sugar cane, jasmine, nutty, honey, vanilla, crisp, malic, citric, apple , Body: silky, creamy, smooth",85.43
"BLACKBERRY, PASSION FRUIT CHERRY, ORANGE, MILK CHCOCOLATE, JASMINE, BLACK CURRENT HONEY, PLUM, STRAWBERRY, MYER LEMON , SYRUPY CREAMY, EFFERVESCENT, SWEET FINISH, PEACH",85.43
"coffee blossom, vanilla, sugar cane, jasmine, lemon, gooseberry, sweet floral mango, malic, citrus, orange, lime, grape , choc nib, berry and red wine.Body: silky, smooth lingering",85.42
"sugar cane, peach, intensive, clean, super ripe, mango, passion fruit, chocolate, guava, coco, wine, passion fruit, coffee fruit , super clean, syrupy, cream",85.41
"plum, floral, jasmine, strawberry, rhubarb, red wine, dark cocoa, bittersweet chocolate, high, citric, mallic, complex, structure , lingering aftertaste.Body: smooth creamy rich",85.41
"jasmine cherry, brown sugar, sugar cane, malt, melon rosemary, cherry starburst candy, citric, lime, bright and lively , silky, almond aftertaste, viscous",85.41
"Honey, chocolate, sugar cane, spice, almond, caramel, flan, floral, dark chocolate, dulcet, cinnamon, vanilla, banana, sweet tobacco, cherry, candy, smoky, tobacco, cedar, plum, yellow grapefruit, black currant, grape,peach, mango, milk chocolate, cherry, herb, lemon grass, strawberry jam, Citrus, structured, bright, complex, malic, crisp , Creamy, big, smooth, smokey",85.41
"Flavor- Aroma Chocolate, white chocolate, black pepper, buttery, apricot, almond, Citric, grape, berry , long finish, lingering finish",85.41
"Dried fruits, citrus, orange, floral, dark chocolate, wild berries, Vibrant acidity, lemon , Buttery mouthfeel, sweetens as cooled",85.41
"caramel, mild chocolate, walnut, black current, papaya, bright, pineapple, lively, tangy, grape, lime , very round, rich, balanced, structured, complete",85.41
"apple, caramel, tropical fruits, papaya, peach, mango, floral, malic, apple, tartaric , elegant, clean, milky, round mouthfeel, sweet malty",85.41
"Chocolate, toffee, caramel, vanilla, rose blossom, gin bitters, peanut, savory undertones, Tangerine, red wine, strawberry, positive bitters, malic , Creamy, syrupy, spicy, floral",85.4
"Chocolate, berry, citrus, honey, brown sugar, cherry, citric, apple, grape , juicy, buttery, round, smooth, very clean",85.4
"plum* cherry, flowers, floral, black currents, caramel, brown sugar lavender, lemon, berries, citric* lively, malic, structured , orange peel, juicy, transparent, multi dimensional, syrupy mouthfeel, sweet finish",85.38
"marzipan, blueberry, grapefruit, mango black tea, red apple, peach, crisp, bright , long juicy aftertaste.Body: silky",85.38
"maraschino cherry, lemon meringue, melon, strawberry, pie crust, tropical fruit, mellow, grapefruit , lingering aftertaste, fruit notes on finish",85.38
"jasmine, cranberry, red apple, roasted nuts, dried fruits, mango, hazelnut, sweet tobacco, red apple, intense red raspberry, maple syrup, tamarind, malic , complex, concentrated",85.38
"Honey, malt, whiskey, cedar, scotch, macadamia nuts, star anise, tobacco, cherry, mango, orange, Lemon, grape, green apple , Honeycomb, honey",85.38
"chocolate, caramel, cherry, hot fudge, cinnamon, vanilla, peach, mango, winy, tobacco, apple, green grapes , silky body",85.38
"AROMA: orange, strawberry, jasmine, papaya, peach, white pepper, orange FLAVOR: almond, orange, clover honey, spicy, cardamom, moderate, peach, apricot , dry, sparkling finish",85.37
"Vanilla; malted chocolate; hazelnut;white chocolate, Tataric; malic; bright acidity , Classic natural profile; solid",85.36
"Tobacco; cookies; dried melon; caramel;fresh bread, Malic; citrus; green apple , Creamy body and finish",85.36
"ripe, apple, butter, chocolate malt, earthy, paprika-spice, wintergreen, sage, pulp, apple-like , clean, transparent, strong finish, harmonious, structure, solid",85.36
"dark chocolate, jasmine, apricot, floral, black cherry, sweet spice;, lemon, grapefruit, citric, malic-tartaric; , good balance sweetness/acidity",85.36
"vanilla, apricot, mint, Brazil nut, roasted coconut, cherry, soft mellow citric , round, consistent, juicy mouthfeel, silky body",85.35
"plum, prune, honey apricot, peachy,, citric, red apple, , long sweet finish",85.35
"honey* caramel, grape, apple, floral, chocolate fudge, raspberry, hazelnut, malic citric , real balanced, silky",85.35
"chocolate, sweet, honey, maple sugar aroma, spicy, toasted almonds, tea, floral, green apple, snappy, apricot, malic, crisp, clarity , creamy, fresh, pleasant, tingling aftertaste",85.35
"Flavor- Aroma Dark chocolate, honey, caramel, melons, honeycomb, hibiscus aroma raspberry, mandarin, orange, citric crisp, lively raspberry-like , clean sweet finish, elegant, refined",85.34
"caramel* toffee, stewed fruit, grapes, honey, mandarin chocolate, cream, melon, savory notes, mango, critic* apple, complex , milk chocolate finish, honey aftertaste, sweet finish, juicy",85.34
"AROMA: floral, lychee, hazelnut, cocoa, cherry, rose ,FLAVOR: jasmine, hibiscus, honey, milk chocolate, plum, delicate, malic, green apple , creamy mouthfeel, smooth, notably clean and sweet",85.34
"Mandarin orange, blackberry, red grape, lime zest, raspberry ice cream, Tart, phosphoric, very sweet , Dry perfume, paprika, vegetable notes",85.33
"black currant, pear, Muscat, juicy, spicy, orange, apricot, caramel, floral rose, molasses, slightly nutty, almonds, sweet pipe tobacco, malic , Long finish",85.33
"AROMA: hibiscus soft fruit pink peppercorns,FLAVOR: honey milk chocolate black tea apricot sweet caramel blueberry green apple, soft orange acidity , velvety sparkling dry finish medium body",85.33
"vanilla, coconut, sugar cane, caramel, spiced rum, molasses, chocolate, malic, grape, grapefruit , structured, smooth",85.32
"caramel, vanilla, honey, tobacco, chocolate, peach, strawberry, watermelon, malic , lingering sweet, balanced, sugar cane sweetness",85.32
"ripe starfruit, caramel, orange, honey, citrus, tart , sweet round, balanced, creamy, transparent, ripe, syrupy",85.31
"Floral, black berry, cinnamon, dark cherry, cherry tomato, Orange, sweet tomato, crisp , Lingering, silky body, round mouth-feel",85.31
"chocolate, red apple, dark chocolate, hazelnut, intense berry, apple* complex citric, tartaric , buttery* molasses and honey aftertaste, effervescent",85.31
"caramel, almond, orange, sour cherry, apricot, cinnamon, citric, lemon, winey , sweet finish, medium finish, well-balanced, complex, cinnamon",85.31
"brown sugar, caramel, butterscotch, honey, apricot, peaches and cream, crisp malic, grape citric , well balance red wine, melon, improved as cooled.Body: creamy, thick oily",85.31
"apricot, apple, lemon on break, nuts, dark chocolate, honey, baked apple, montainberry, malic apple acidity, fine tartaric acidity , silky finish, short citric aftertaste",85.31
"peach* fresh apples, perfumy, apple blossom, cherry, sugar cane, caramel, pineapple, citric, bright, fine complex , molasses, creamy, licorice silky, mouthfeel",85.3
"honey, dried fruit, cinnamon, dark chocolate, orange;, grapefruit, citric/tartaric, golden raisin, red fruits; , passion fruit finish, edgy",85.3
"chestnut, chocolate, hazelnut, malic/tartaric, apples, grape , Body: syrupy, creamy, and silky",85.3
"lemon lime, sugar cane, kiwi, green apple, citric, bright, sparkling , clear, clean",85.29
"Floral; jasmine; bakers chocolate; red grapes; apple; vanilla; dried fruit notes, tataric; malic; fresh; stone fruit , Creamy body; classic natural profile; avocado body",85.29
"chocolate, almond, dark fruit, peach melon, milk chocolate, complex, crisp, tartaric, citric , clean, transparent, tobacco finish, toffee sweet",85.29
"caramel, applewood, honey, cranberry, raisins, lime, peach, floral, grapes, raisins, brown sugar, black cherry, sharp, crisp, snappy, citric , balanced, nice body, sweetened as cools",85.29
"blackcurrant, floral, brown sugar, caramel, milk chocolate, cocoa, vanilla, strawberry, redcurrant, plum, brown sugar, orange marmalade, malt-like, delicate, malic, apple, lively , short aftertaste, smooth mouthfeel",85.29
"vanilla, passion fruit, melon, green apple, smoky, candy apple, raisin, orange, raspberry, strawberry, sweet citric, delicate , long aftertaste, silky mouthfeel, heavy body, well structured",85.28
"grapefruit, floral, lime, coriander, vanilla, raspberry, complex, lively, tartaric, flora. , berry like, dessert pear, stone fruit, harmonious.Body: round, smooth, velvet",85.28
"#NAME?, peach orange, citric acid, bright, malic , silky body",85.28
"tobacco, cedar, sweet, raisin, grapefruit, cocoa, yellow fruits, banana, bright, grape, malic, firm , buttery mouthfeel, creamy, clean, rose",85.27
